timestamp,step,total,alpha_band_penalty,alpha_fraction_ge95,alpha_fraction_le05,alpha_fraction_mid,alpha_guard_avg_penalty,alpha_guard_penalty,alpha_mean,alpha_penalty_core,alpha_penalty_weight,color,depth,depth_valid_fraction,feature,feature_compare_teacher,feature_cos_weight_effective,feature_cos_weight_effective_avg_256,feature_cosine,feature_mask_fraction,feature_mask_soft_transition,feature_mask_threshold,feature_mask_weight_max,feature_mask_weight_mean,feature_mask_weight_min,feature_on_steps,feature_recon,feature_source_penultimate,feature_source_post_activation,feature_src_available,feature_src_dim,feature_weight_effective,feature_weight_effective_avg_256,learning_rate,mask_emergency_active,mask_emergency_count,mask_low_fraction_streak,mask_prefail_active,mask_prefail_count,mask_prefail_drop_rate,mask_prefail_min_rate,mask_prefail_threshold,mask_prefail_variance,metrics_schema_version,opacity,opacity_lambda_runtime,opacity_on_steps,opacity_target,opacity_target_adjustment,opacity_target_weight_base,opacity_target_weight_effective,opacity_target_weight_effective_avg_256,phase_feature_scale,phase_index,phase_mask_override,projector_out_dim,ray_depth_range_max,ray_depth_range_mean,ray_depth_range_min,teacher_depth_max,teacher_depth_mean,teacher_depth_min,teacher_depth_norm_max,teacher_depth_norm_mean,teacher_depth_norm_min,_eor_checksum
2025-10-16T14:35:26.391321,2000,0.807346,0.350000,0.000000,1.000000,0.000000,1.300000,0.310724,0.000000,1.300000,0.243799,0.092338,0.149987,1.000000,0.054297,1.000000,0.010000,0.010000,0.499101,1.000000,0.140000,nan,1.000000,1.000000,1.000000,1.000000,0.986116,1.000000,1.000000,1.000000,128.000000,0.050000,0.050000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,3.000000,0.200000,0.348678,1.000000,0.000000,1.218994,0.120000,0.143411,0.143411,0.500000,0.000000,1.000000,52.000000,3.996225,2.912205,1.011603,6.490119,5.321442,4.000000,1.000000,0.999942,0.524380,60a33829
