timestamp,step,total,alpha_band_penalty,alpha_fraction_ge95,alpha_fraction_le05,alpha_fraction_mid,alpha_guard_avg_penalty,alpha_guard_penalty,alpha_mean,alpha_penalty_core,alpha_penalty_weight,color,depth,depth_valid_fraction,feature,feature_compare_teacher,feature_cos_weight_effective,feature_cos_weight_effective_avg_256,feature_cosine,feature_mask_fraction,feature_mask_soft_transition,feature_mask_threshold,feature_mask_weight_max,feature_mask_weight_mean,feature_mask_weight_min,feature_on_steps,feature_recon,feature_schedule_terminal,feature_source_penultimate,feature_source_post_activation,feature_src_available,feature_src_dim,feature_weight_effective,feature_weight_effective_avg_256,learning_rate,mask_emergency_active,mask_emergency_count,mask_low_fraction_streak,mask_prefail_active,mask_prefail_count,mask_prefail_drop_rate,mask_prefail_min_rate,mask_prefail_threshold,mask_prefail_variance,metrics_schema_version,opacity,opacity_lambda_runtime,opacity_on_steps,opacity_schedule_terminal,opacity_target,opacity_target_adjustment,opacity_target_weight_base,opacity_target_weight_effective,opacity_target_weight_effective_avg_256,phase_feature_scale,phase_index,phase_mask_override,projector_out_dim,ray_depth_range_max,ray_depth_range_mean,ray_depth_range_min,teacher_depth_max,teacher_depth_mean,teacher_depth_min,teacher_depth_norm_max,teacher_depth_norm_mean,teacher_depth_norm_min,_eor_checksum
2025-10-19T09:07:26.711133,10000,1.166253,0.139801,0.524902,0.049683,0.425415,0.660632,0.315969,0.589801,0.702154,0.450000,0.157229,0.071776,1.000000,0.053291,1.000000,0.010000,0.010000,1.182140,0.525391,0.130000,0.300000,1.000001,0.476043,0.010000,1.000000,0.829384,1.000000,1.000000,1.000000,1.000000,128.000000,0.050000,0.050000,0.000500,0.000000,0.000000,0.000000,1.000000,1.000000,nan,nan,0.240000,0.171927,4.000000,0.102550,0.100000,1.000000,1.000000,0.465438,2.652006,0.350000,0.923584,0.923584,1.000000,1.000000,0.000000,52.000000,4.463878,2.936202,0.006286,6.566466,5.278288,1.983945,1.000000,0.999622,0.000000,55d80f75
